Blk,spp,time,composition,Plot,ANVI.action,SEPA.action,TRFL.action,PAAN.action,SCIN.action,SOPI.action,ANVI.outcome,SEPA.outcome,TRFL.outcome,PAAN.outcome,SCIN.outcome,SOPI.outcome,PlantS,S5,percov,Div,Res,divXres,n.plants
4,SOPI,1,SOPIP,4SOPIPRO 2012,1,1,1,1,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA
4,TRFL,1,TRFLM,4TRFLMOO 2012,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
4,TRFL,1,TRFLM,4TRFLMRO 2012,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
4,TRFL,1,TRFLP,4TRFLPOO 2012,1,1,0,1,1,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA
4,TRFL,1,TRFLP,4TRFLPRO 2012,1,1,0,1,1,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA
5,ANVI,1,ANVIM,5ANVIMOO 2012,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
5,ANVI,1,ANVIM,5ANVIMRO 2012,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
5,ANVI,1,ANVIP,5ANVIPOO 2012,0,1,1,1,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
5,ANVI,1,ANVIP,5ANVIPRO 2012,0,1,1,1,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
5,PAAN,1,PAANM,5PAANMOO 2012,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
5,PAAN,1,PAANM,5PAANMRO 2012,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
5,PAAN,1,PAANP,5PAANPOO 2012,1,1,1,0,1,1,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA
5,PAAN,1,PAANP,5PAANPRO 2012,1,1,1,0,1,1,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA
5,SCIN,1,SCINM,5SCINMOO 2012,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
5,SCIN,1,SCINM,5SCINMRO 2012,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
5,SCIN,1,SCINP,5SCINPOO 2012,1,1,1,1,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA
5,SCIN,1,SCINP,5SCINPRO 2012,1,1,1,1,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA
5,SEPA,1,SEPAM,5SEPAMOO 2012,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
5,SEPA,1,SEPAM,5SEPAMRO 2012,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
5,SEPA,1,SEPAP,5SEPAPOO 2012,1,0,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
5,SEPA,1,SEPAP,5SEPAPRO 2012,1,0,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
5,SOPI,1,SOPIM,5SOPIMOO 2012,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
5,SOPI,1,SOPIM,5SOPIMRO 2012,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
5,SOPI,1,SOPIP,5SOPIPOO 2012,1,1,1,1,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA
5,SOPI,1,SOPIP,5SOPIPRO 2012,1,1,1,1,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA
5,TRFL,1,TRFLM,5TRFLMOO 2012,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
5,TRFL,1,TRFLP,5TRFLPOO 2012,1,1,0,1,1,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA
5,TRFL,1,TRFLP,5TRFLPRO 2012,1,1,0,1,1,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA
1,PAAN,3,PAANM,1PAANMOO 2014,0,0,0,1,0,0,0,0,0,1,0,0,21,4.61761761761762,-0.486284514719375,0,0,0,11
1,SEPA,3,SEPAP,1SEPAPRO 2014,1,0,1,1,1,1,1,0,1,1,1,1,13,4.75175175175175,-0.108802859674371,1,1,1,7
1,SCIN,3,SCINM,1SCINMOO 2014,0,0,0,0,1,0,0,0,0,0,1,0,12,5,-1.40133223860528,0,0,0,4
1,SOPI,3,SOPIM,1SOPIMRO 2014,0,0,0,0,0,1,0,0,0,0,0,1,15,5.65865865865866,-0.136682986952344,0,1,0,8
1,SOPI,3,SOPIM,1SOPIMOO 2014,0,0,0,0,0,1,0,0,0,0,0,1,19,6.3963963963964,0.0240148760769257,0,0,0,9
1,TRFL,3,TRFLP,1TRFLPRO 2014,1,1,0,1,1,1,1,1,0,1,1,1,16,3.76276276276276,-0.117783035632773,1,1,1,8
1,ANVI,3,ANVIM,1ANVIMOO 2014,1,0,0,0,0,0,1,0,0,0,0,0,20,4.56456456456456,0.450013484478408,0,0,0,11
1,SCIN,3,SCINP,1SCINPOO 2014,1,1,1,1,0,1,1,1,1,1,0,1,20,4.8008008008008,0.509224342293994,1,0,0,11
1,SEPA,3,SEPAM,1SEPAMOO 2014,0,1,0,0,0,0,0,1,0,0,0,0,19,6.45445445445445,-0.409586397573005,0,0,0,7
1,ANVI,3,ANVIP,1ANVIPOO 2014,0,1,1,1,1,1,0,1,1,1,1,1,21,4.69269269269269,-0.657918488593299,1,0,0,8
1,SEPA,3,SEPAP,1SEPAPOO 2014,1,0,1,1,1,1,1,0,1,1,1,1,19,5.91491491491491,0.115998913830531,1,0,0,8
1,SEPA,3,SEPAM,1SEPAMRO 2014,0,1,0,0,0,0,0,1,0,0,0,0,11,4,0.901901994492346,0,1,0,5
